id;nombre;apellido;telefono;direccion;edad;SQL
634;Kiley;Pettigree;4387571262;Evergreen;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (634, 'Kiley', 'Pettigree', '4387571262', 'Evergreen', 51);"
635;Mattie;Sheber;7041817580;New Castle;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (635, 'Mattie', 'Sheber', '7041817580', 'New Castle', 61);"
636;Horatio;Brambill;2144936234;Kipling;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (636, 'Horatio', 'Brambill', '2144936234', 'Kipling', 19);"
637;Marty;Keaysell;9999585269;Kedzie;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (637, 'Marty', 'Keaysell', '9999585269', 'Kedzie', 68);"
638;Claude;Stackbridge;8824706650;Meadow Ridge;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (638, 'Claude', 'Stackbridge', '8824706650', 'Meadow Ridge', 65);"
639;Melany;Simonetto;2418845208;Badeau;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (639, 'Melany', 'Simonetto', '2418845208', 'Badeau', 55);"
640;Valeda;Ridde;5574591703;Shelley;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (640, 'Valeda', 'Ridde', '5574591703', 'Shelley', 47);"
641;Marketa;Garken;6021801880;Rutledge;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (641, 'Marketa', 'Garken', '6021801880', 'Rutledge', 62);"
642;Mandel;Guyonneau;9159653813;Fairview;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (642, 'Mandel', 'Guyonneau', '9159653813', 'Fairview', 20);"
643;Leigha;Rampton;2002902515;Arizona;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (643, 'Leigha', 'Rampton', '2002902515', 'Arizona', 24);"
644;Ernaline;Gredden;5013943328;Northfield;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (644, 'Ernaline', 'Gredden', '5013943328', 'Northfield', 59);"
645;Chilton;Mingardo;8004225168;Golden Leaf;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (645, 'Chilton', 'Mingardo', '8004225168', 'Golden Leaf', 42);"
646;Madelon;Fancutt;8313355407;Caliangt;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (646, 'Madelon', 'Fancutt', '8313355407', 'Caliangt', 56);"
647;Corey;Stein;3304787054;Claremont;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (647, 'Corey', 'Stein', '3304787054', 'Claremont', 33);"
648;Valene;Kubera;6997243415;Portage;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (648, 'Valene', 'Kubera', '6997243415', 'Portage', 20);"
649;Annabell;Larchiere;8956897520;Cardinal;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (649, 'Annabell', 'Larchiere', '8956897520', 'Cardinal', 56);"
650;Devon;Linne;6996065466;Gerald;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (650, 'Devon', 'Linne', '6996065466', 'Gerald', 26);"
651;Deanne;Greenwood;4059624587;Tomscot;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (651, 'Deanne', 'Greenwood', '4059624587', 'Tomscot', 60);"
652;Cindra;Maxfield;9043610781;Tomscot;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (652, 'Cindra', 'Maxfield', '9043610781', 'Tomscot', 67);"
653;Myrilla;Waterhowse;1855300894;Arizona;58;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (653, 'Myrilla', 'Waterhowse', '1855300894', 'Arizona', 58);"
654;Hobart;Duchatel;5585311854;Boyd;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (654, 'Hobart', 'Duchatel', '5585311854', 'Boyd', 33);"
655;Felipe;Brooksbie;4944752248;Schiller;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (655, 'Felipe', 'Brooksbie', '4944752248', 'Schiller', 25);"
656;Fremont;Barns;2669948627;Moland;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (656, 'Fremont', 'Barns', '2669948627', 'Moland', 48);"
657;De witt;Cuolahan;2354769207;Muir;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (657, 'De witt', 'Cuolahan', '2354769207', 'Muir', 30);"
658;Rozina;Puddifer;8188543064;Kings;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (658, 'Rozina', 'Puddifer', '8188543064', 'Kings', 65);"
659;Bogey;Ableson;6691630669;Mandrake;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (659, 'Bogey', 'Ableson', '6691630669', 'Mandrake', 67);"
660;Carlen;Blaber;5913686439;Anniversary;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (660, 'Carlen', 'Blaber', '5913686439', 'Anniversary', 70);"
661;Avigdor;Haughey;7753801585;Bartillon;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (661, 'Avigdor', 'Haughey', '7753801585', 'Bartillon', 52);"
662;Myca;Cornell;5039339384;Schmedeman;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (662, 'Myca', 'Cornell', '5039339384', 'Schmedeman', 30);"
663;Gisele;Nortcliffe;6388542224;Oxford;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (663, 'Gisele', 'Nortcliffe', '6388542224', 'Oxford', 33);"
664;Gelya;De Robertis;2121717073;Warbler;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (664, 'Gelya', 'De Robertis', '2121717073', 'Warbler', 35);"
665;Dara;Clunan;5291315128;Anderson;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (665, 'Dara', 'Clunan', '5291315128', 'Anderson', 44);"
666;Ibbie;Forrestall;6773900464;Trailsway;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (666, 'Ibbie', 'Forrestall', '6773900464', 'Trailsway', 47);"
667;Ceil;Bellingham;3636774091;Fairfield;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (667, 'Ceil', 'Bellingham', '3636774091', 'Fairfield', 68);"
668;Hannie;Sinfield;7322995010;Mariners Cove;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (668, 'Hannie', 'Sinfield', '7322995010', 'Mariners Cove', 25);"
669;Susy;Matteacci;2151373398;Blaine;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (669, 'Susy', 'Matteacci', '2151373398', 'Blaine', 35);"
670;Beverie;Slides;7577481386;Washington;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (670, 'Beverie', 'Slides', '7577481386', 'Washington', 23);"
671;Darla;Mee;9046327467;Melvin;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (671, 'Darla', 'Mee', '9046327467', 'Melvin', 47);"
672;Maxy;Craze;3884382624;Muir;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (672, 'Maxy', 'Craze', '3884382624', 'Muir', 47);"
673;Emmaline;Andreutti;5179338579;Fremont;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (673, 'Emmaline', 'Andreutti', '5179338579', 'Fremont', 27);"
674;Cullin;Krysztowczyk;3547320784;Shasta;46;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (674, 'Cullin', 'Krysztowczyk', '3547320784', 'Shasta', 46);"
675;Kearney;Sharratt;2588883509;Shelley;58;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (675, 'Kearney', 'Sharratt', '2588883509', 'Shelley', 58);"
676;Ricky;Haswell;5223281820;Crowley;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (676, 'Ricky', 'Haswell', '5223281820', 'Crowley', 64);"
677;Thayne;Jendrach;4283414221;Algoma;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (677, 'Thayne', 'Jendrach', '4283414221', 'Algoma', 52);"
678;Editha;Nuzzi;6994248902;Mayer;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (678, 'Editha', 'Nuzzi', '6994248902', 'Mayer', 18);"
679;Gloriana;Wishkar;7989056382;Lukken;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (679, 'Gloriana', 'Wishkar', '7989056382', 'Lukken', 59);"
680;Wally;Samter;8975446365;Rutledge;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (680, 'Wally', 'Samter', '8975446365', 'Rutledge', 26);"
681;Lorelle;Trulocke;6662562019;Northland;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (681, 'Lorelle', 'Trulocke', '6662562019', 'Northland', 41);"
682;Salome;Deighan;1721637540;Ryan;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (682, 'Salome', 'Deighan', '1721637540', 'Ryan', 32);"
683;Trula;Llorens;3637869497;5th;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (683, 'Trula', 'Llorens', '3637869497', '5th', 61);"
684;Edmund;Phipp;5628995927;Lien;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (684, 'Edmund', 'Phipp', '5628995927', 'Lien', 60);"
685;Halli;Stephen;2843625114;Reinke;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (685, 'Halli', 'Stephen', '2843625114', 'Reinke', 26);"
686;Pattie;Pere;8931207351;Hayes;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (686, 'Pattie', 'Pere', '8931207351', 'Hayes', 32);"
687;Dorita;Schiesterl;5923835012;Chive;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (687, 'Dorita', 'Schiesterl', '5923835012', 'Chive', 45);"
688;Remus;Ellington;4827650833;Hazelcrest;46;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (688, 'Remus', 'Ellington', '4827650833', 'Hazelcrest', 46);"
689;Simonette;Sydry;8373660161;Pawling;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (689, 'Simonette', 'Sydry', '8373660161', 'Pawling', 28);"
690;Wendeline;Slixby;9171764712;Forster;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (690, 'Wendeline', 'Slixby', '9171764712', 'Forster', 19);"
691;Auberta;Embury;3636325489;Homewood;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (691, 'Auberta', 'Embury', '3636325489', 'Homewood', 30);"
692;Noelyn;Bagg;1837304684;International;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (692, 'Noelyn', 'Bagg', '1837304684', 'International', 65);"
693;Linnie;Mailey;9672803567;Jenifer;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (693, 'Linnie', 'Mailey', '9672803567', 'Jenifer', 45);"
694;Chastity;Attenborough;4256939568;Eagan;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (694, 'Chastity', 'Attenborough', '4256939568', 'Eagan', 22);"
695;Vikki;Blundan;8094764056;Memorial;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (695, 'Vikki', 'Blundan', '8094764056', 'Memorial', 70);"
696;Jacklin;Finicj;4619194836;Kings;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (696, 'Jacklin', 'Finicj', '4619194836', 'Kings', 61);"
697;Sax;Cotesford;4183080139;Lindbergh;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (697, 'Sax', 'Cotesford', '4183080139', 'Lindbergh', 66);"
698;Sigismondo;Skillen;3848420660;Tennessee;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (698, 'Sigismondo', 'Skillen', '3848420660', 'Tennessee', 40);"
699;Ange;Vamplers;6974360185;Stuart;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (699, 'Ange', 'Vamplers', '6974360185', 'Stuart', 19);"
700;Tierney;Restorick;7368602178;Marquette;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (700, 'Tierney', 'Restorick', '7368602178', 'Marquette', 22);"
701;Saloma;Laetham;6514276713;Melrose;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (701, 'Saloma', 'Laetham', '6514276713', 'Melrose', 26);"
702;Bee;Poyle;3435046566;Browning;46;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (702, 'Bee', 'Poyle', '3435046566', 'Browning', 46);"
703;Lishe;Stredwick;7971245497;Delaware;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (703, 'Lishe', 'Stredwick', '7971245497', 'Delaware', 66);"
704;Rourke;Mellmoth;9106401091;West;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (704, 'Rourke', 'Mellmoth', '9106401091', 'West', 38);"
705;Malva;Ready;3172167728;South;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (705, 'Malva', 'Ready', '3172167728', 'South', 69);"
706;Cary;Ouldcott;9535082692;Oriole;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (706, 'Cary', 'Ouldcott', '9535082692', 'Oriole', 23);"
707;Freda;Bonome;2804131037;Merry;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (707, 'Freda', 'Bonome', '2804131037', 'Merry', 65);"
708;Alfred;Courtman;9259500333;Spaight;39;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (708, 'Alfred', 'Courtman', '9259500333', 'Spaight', 39);"
709;Tandi;Cisland;8517580917;East;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (709, 'Tandi', 'Cisland', '8517580917', 'East', 68);"
710;Isidora;Francie;1178671666;Lighthouse Bay;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (710, 'Isidora', 'Francie', '1178671666', 'Lighthouse Bay', 30);"
711;Ceciley;Tomik;8446411499;Clarendon;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (711, 'Ceciley', 'Tomik', '8446411499', 'Clarendon', 54);"
712;Dukey;Spirritt;6651252165;Ridgeview;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (712, 'Dukey', 'Spirritt', '6651252165', 'Ridgeview', 61);"
713;Panchito;Hawkswood;8066269490;Leroy;36;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (713, 'Panchito', 'Hawkswood', '8066269490', 'Leroy', 36);"
714;Cullen;Morfey;3641435335;Gulseth;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (714, 'Cullen', 'Morfey', '3641435335', 'Gulseth', 68);"
715;Alia;Matson;6178992448;Hooker;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (715, 'Alia', 'Matson', '6178992448', 'Hooker', 20);"
716;Francis;Furbank;2201721840;Farwell;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (716, 'Francis', 'Furbank', '2201721840', 'Farwell', 25);"
717;Dewie;Packington;5475580411;Ramsey;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (717, 'Dewie', 'Packington', '5475580411', 'Ramsey', 22);"
718;King;Merton;4912590266;La Follette;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (718, 'King', 'Merton', '4912590266', 'La Follette', 52);"
719;Camey;Gabbotts;2002757452;Jay;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (719, 'Camey', 'Gabbotts', '2002757452', 'Jay', 44);"
720;Charleen;Channing;7438591186;Coleman;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (720, 'Charleen', 'Channing', '7438591186', 'Coleman', 56);"
721;Gallagher;MacPadene;6778409703;Lien;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (721, 'Gallagher', 'MacPadene', '6778409703', 'Lien', 51);"
722;Beauregard;Crammy;2868203385;5th;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (722, 'Beauregard', 'Crammy', '2868203385', '5th', 50);"
723;Trude;de Villier;7055657464;Kim;58;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (723, 'Trude', 'de Villier', '7055657464', 'Kim', 58);"
724;Dewey;Margeram;1862354384;Donald;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (724, 'Dewey', 'Margeram', '1862354384', 'Donald', 33);"
725;Danya;Muston;2032793104;Boyd;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (725, 'Danya', 'Muston', '2032793104', 'Boyd', 47);"
726;Haze;Amar;3605970877;Leroy;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (726, 'Haze', 'Amar', '3605970877', 'Leroy', 66);"
727;Gardiner;Bilverstone;7559400843;Lindbergh;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (727, 'Gardiner', 'Bilverstone', '7559400843', 'Lindbergh', 55);"
728;Kathrine;Francesconi;5573579055;Cascade;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (728, 'Kathrine', 'Francesconi', '5573579055', 'Cascade', 69);"
729;Maitilde;Janssens;7404318729;Thierer;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (729, 'Maitilde', 'Janssens', '7404318729', 'Thierer', 59);"
730;Moyna;Hugonneau;2771511645;Sunbrook;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (730, 'Moyna', 'Hugonneau', '2771511645', 'Sunbrook', 38);"
731;Keen;Jansa;5034537105;Warrior;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (731, 'Keen', 'Jansa', '5034537105', 'Warrior', 26);"
732;Rosabella;Kuhl;9825802464;Farwell;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (732, 'Rosabella', 'Kuhl', '9825802464', 'Farwell', 68);"
733;Jake;Cridlon;3009078119;Mcguire;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (733, 'Jake', 'Cridlon', '3009078119', 'Mcguire', 51);"
